NDVI,AQI,Soil_Moisture,Land_Temp,Date,Coordinates,Custom_Index,X,Y,Row_Index
0.06360023,119.19639,0.055896837,267.7581,2024-03-01,"625525.0, 5806015.0",13.243840903848705,625525.0,5806015.0,65034
0.059348475,119.19639,0.055896837,267.7581,2024-03-01,"625535.0, 5806015.0",12.810944059388502,625535.0,5806015.0,65035
0.055636033,119.19639,0.04124586,267.7581,2024-03-01,"625545.0, 5806015.0",12.32588421667611,625545.0,5806015.0,65036
0.057942517,119.19639,0.04124586,267.7581,2024-03-01,"625555.0, 5806015.0",12.560721276995427,625555.0,5806015.0,65037
0.060049895,119.19639,0.060188442,267.7581,2024-03-01,"625565.0, 5806015.0",12.913724193691488,625565.0,5806015.0,65038
0.057104316,119.19639,0.060188442,267.7581,2024-03-01,"625575.0, 5806015.0",12.613817013195845,625575.0,5806015.0,65039
0.05321075,119.19639,0.07497449,267.7581,2024-03-01,"625585.0, 5806015.0",12.325450403003806,625585.0,5806015.0,65040
0.057312734,119.19639,0.07497449,267.7581,2024-03-01,"625595.0, 5806015.0",12.743098157784186,625595.0,5806015.0,65041
0.05228741,119.19639,0.08049502,267.7581,2024-03-01,"625605.0, 5806015.0",12.271785263520957,625605.0,5806015.0,65042
0.04327049,119.19639,0.08049502,267.7581,2024-03-01,"625615.0, 5806015.0",11.353718203036486,625615.0,5806015.0,65043
0.03693834,119.19639,0.16366206,267.7581,2024-03-01,"625625.0, 5806015.0",11.316813323117675,625625.0,5806015.0,65044
0.036616463,119.19639,0.16366206,267.7581,2024-03-01,"625635.0, 5806015.0",11.284041082571276,625635.0,5806015.0,65045
0.034404963,119.19639,0.2876891,267.7581,2024-03-01,"625645.0, 5806015.0",11.9653015250119,625645.0,5806015.0,65046
0.039757602,119.19639,0.2876891,267.7581,2024-03-01,"625655.0, 5806015.0",12.510286015565702,625655.0,5806015.0,65047
0.041856203,119.19639,0.24747409,267.7581,2024-03-01,"625665.0, 5806015.0",12.430053962564672,625665.0,5806015.0,65048
0.04367928,119.19639,0.24747409,267.7581,2024-03-01,"625675.0, 5806015.0",12.615672437878509,625675.0,5806015.0,65049
0.041686453,119.19639,0.15423831,267.7581,2024-03-01,"625685.0, 5806015.0",11.731375795767905,625685.0,5806015.0,65050
0.040804643,119.19639,0.15423831,267.7581,2024-03-01,"625695.0, 5806015.0",11.641593396167398,625695.0,5806015.0,65051
0.03243669,119.19639,0.06718709,267.7581,2024-03-01,"625705.0, 5806015.0",10.153405298732835,625705.0,5806015.0,65052
0.026320746,119.19639,0.06718709,267.7581,2024-03-01,"625715.0, 5806015.0",9.530704118045017,625715.0,5806015.0,65053
0.03125351,119.19639,0.12473034,267.7581,2024-03-01,"625725.0, 5806015.0",10.45348183746768,625725.0,5806015.0,65054
0.03593634,119.19639,0.12473034,267.7581,2024-03-01,"625735.0, 5806015.0",10.930269030084288,625735.0,5806015.0,65055
0.051725727,119.19639,0.24937648,267.7581,2024-03-01,"625745.0, 5806015.0",13.44883301711714,625745.0,5806015.0,65056
