NDVI,AQI,Soil_Moisture,Land_Temp,Date,Coordinates,X,Y,Row_Index,Month,Year,CustomIndex,CustomIndex_Scaled,Custom_Index
0.124239765,112.35665,0.060466964,270.11783,2024-04-01,"628805.0, 5800115.0",628805.0,5800115.0,8071,4,2024,-0.26791627080330305,31.8110791422651,31.8110791422651
0.09733331,112.35665,0.060466964,270.11783,2024-04-01,"628815.0, 5800115.0",628815.0,5800115.0,8072,4,2024,-0.2998558439965201,29.14361586668892,29.14361586668892
0.08448349,112.35665,0.17620184,270.11783,2024-04-01,"628825.0, 5800115.0",628825.0,5800115.0,8073,4,2024,-0.30892887346719455,28.38587333942233,28.38587333942233
0.08036563,112.35665,0.17620184,270.11783,2024-04-01,"628835.0, 5800115.0",628835.0,5800115.0,8074,4,2024,-0.313817019856952,27.977635229869655,27.977635229869655
0.080084465,112.35665,0.2209693,270.11783,2024-04-01,"628845.0, 5800115.0",628845.0,5800115.0,8075,4,2024,-0.3117601067031589,28.149420252343212,28.149420252343212
0.088609904,112.35665,0.2209693,270.11783,2024-04-01,"628855.0, 5800115.0",628855.0,5800115.0,8076,4,2024,-0.301639900122812,28.99461875361976,28.99461875361976
0.084599815,112.35665,0.11904904,270.11783,2024-04-01,"628865.0, 5800115.0",628865.0,5800115.0,8077,4,2024,-0.3118428637595622,28.14250871951166,28.14250871951166
0.08377598,112.35665,0.11904904,270.11783,2024-04-01,"628875.0, 5800115.0",628875.0,5800115.0,8078,4,2024,-0.31282080523426165,28.06083502419824,28.06083502419824
0.08385795,112.35665,0.065488376,270.11783,2024-04-01,"628885.0, 5800115.0",628885.0,5800115.0,8079,4,2024,-0.31558374964620306,27.830085142015175,27.830085142015175
0.083915964,112.35665,0.065488376,270.11783,2024-04-01,"628895.0, 5800115.0",628895.0,5800115.0,8080,4,2024,-0.31551488355443325,27.835836557966076,27.835836557966076
0.086478055,112.35665,0.0524003,270.11783,2024-04-01,"628905.0, 5800115.0",628905.0,5800115.0,8081,4,2024,-0.31317245783519226,28.031466428911486,28.031466428911486
0.08756561,112.35665,0.0524003,270.11783,2024-04-01,"628915.0, 5800115.0",628915.0,5800115.0,8082,4,2024,-0.3118814649294323,28.139284906770023,28.139284906770023
0.08932311,112.35665,0.049785648,270.11783,2024-04-01,"628925.0, 5800115.0",628925.0,5800115.0,8083,4,2024,-0.30993483489494494,28.30185953156906,28.30185953156906
0.12121471,112.35665,0.049785648,270.11783,2024-04-01,"628935.0, 5800115.0",628935.0,5800115.0,8084,4,2024,-0.27207759608556625,31.463542176100475,31.463542176100475
0.18981014,112.35665,0.0453495,270.11783,2024-04-01,"628945.0, 5800115.0",628945.0,5800115.0,8085,4,2024,-0.1908876125786634,38.24419945161135,38.24419945161135
0.23082203,112.35665,0.0453495,270.11783,2024-04-01,"628955.0, 5800115.0",628955.0,5800115.0,8086,4,2024,-0.1422040434333721,42.31005318213699,42.31005318213699
0.24605991,112.35665,0.033461366,270.11783,2024-04-01,"628965.0, 5800115.0",628965.0,5800115.0,8087,4,2024,-0.12475061784055913,43.76769231589089,43.76769231589089
0.23212549,112.35665,0.033461366,270.11783,2024-04-01,"628975.0, 5800115.0",628975.0,5800115.0,8088,4,2024,-0.14129160874757485,42.38625601681491,42.38625601681491
0.18523051,112.35665,0.034249295,270.11783,2024-04-01,"628985.0, 5800115.0",628985.0,5800115.0,8089,4,2024,-0.19691668099019602,37.74067617418963,37.74067617418963
0.15175419,112.35665,0.034249295,270.11783,2024-04-01,"628995.0, 5800115.0",628995.0,5800115.0,8090,4,2024,-0.23665507732964527,34.42188690219387,34.42188690219387
0.20711532,112.35665,0.049323816,270.11783,2024-04-01,"629005.0, 5800115.0",629005.0,5800115.0,8091,4,2024,-0.17013309120987008,39.977532681160405,39.977532681160405
0.2645821,112.35665,0.049323816,270.11783,2024-04-01,"629015.0, 5800115.0",629015.0,5800115.0,8092,4,2024,-0.10191658234653214,45.674698109144735,45.674698109144735
0.25542325,112.35665,0.049350113,270.11783,2024-04-01,"629025.0, 5800115.0",629025.0,5800115.0,8093,4,2024,-0.11278728139839599,44.76682152841303,44.76682152841303
0.2099973,112.35665,0.049350113,270.11783,2024-04-01,"629035.0, 5800115.0",629035.0,5800115.0,8094,4,2024,-0.16671060406934685,40.26336489010227,40.26336489010227
0.22212347,112.35665,0.04324465,270.11783,2024-04-01,"629045.0, 5800115.0",629045.0,5800115.0,8095,4,2024,-0.1526421582510361,41.43830427760625,41.43830427760625
0.25948572,112.35665,0.04324465,270.11783,2024-04-01,"629055.0, 5800115.0",629055.0,5800115.0,8096,4,2024,-0.10829093031936415,45.14233848679123,45.14233848679123
0.2345833,112.35665,0.04164327,270.11783,2024-04-01,"629065.0, 5800115.0",629065.0,5800115.0,8097,4,2024,-0.13793711089829427,42.66641003662052,42.66641003662052
0.24282166,112.35665,0.04164327,270.11783,2024-04-01,"629075.0, 5800115.0",629075.0,5800115.0,8098,4,2024,-0.12815768428070112,43.48314798113889,43.48314798113889
0.2541265,112.35665,0.031295113,270.11783,2024-04-01,"629085.0, 5800115.0",629085.0,5800115.0,8099,4,2024,-0.11529077478669057,44.55773994070598,44.55773994070598
0.26927197,112.35665,0.031295113,270.11783,2024-04-01,"629095.0, 5800115.0",629095.0,5800115.0,8100,4,2024,-0.09731219501426516,46.059237816079786,46.059237816079786
0.27874708,112.35665,0.037955057,270.11783,2024-04-01,"629105.0, 5800115.0",629105.0,5800115.0,8101,4,2024,-0.08570901762224568,47.02828800926711,47.02828800926711
0.31042236,112.35665,0.037955057,270.11783,2024-04-01,"629115.0, 5800115.0",629115.0,5800115.0,8102,4,2024,-0.04810856360570403,50.16852503207792,50.16852503207792
0.30331418,112.35665,0.039584894,270.11783,2024-04-01,"629125.0, 5800115.0",629125.0,5800115.0,8103,4,2024,-0.056459362300335124,49.4711002823825,49.4711002823825
0.28426585,112.35665,0.039584894,270.11783,2024-04-01,"629135.0, 5800115.0",629135.0,5800115.0,8104,4,2024,-0.07907087058871995,47.58267905647012,47.58267905647012
0.2579557,112.35665,0.037156004,270.11783,2024-04-01,"629145.0, 5800115.0",629145.0,5800115.0,8105,4,2024,-0.11043230167638772,44.96349985862058,44.96349985862058
0.2461158,112.35665,0.037156004,270.11783,2024-04-01,"629155.0, 5800115.0",629155.0,5800115.0,8106,4,2024,-0.1244869719274621,43.789710950475886,43.789710950475886
0.268826,112.35665,0.052662306,270.11783,2024-04-01,"629165.0, 5800115.0",629165.0,5800115.0,8107,4,2024,-0.09670053681624483,46.11032102156141,46.11032102156141
0.28703678,112.35665,0.052662306,270.11783,2024-04-01,"629175.0, 5800115.0",629175.0,5800115.0,8108,4,2024,-0.07508325052878803,47.91570886881208,47.91570886881208
0.26574013,112.35665,0.04668832,270.11783,2024-04-01,"629185.0, 5800115.0",629185.0,5800115.0,8109,4,2024,-0.10068267220891572,45.77774926632651,45.77774926632651
0.2316106,112.35665,0.04668832,270.11783,2024-04-01,"629195.0, 5800115.0",629195.0,5800115.0,8110,4,2024,-0.1411964679313585,42.39420179090933,42.39420179090933
0.23141253,112.35665,0.039769463,270.11783,2024-04-01,"629205.0, 5800115.0",629205.0,5800115.0,8111,4,2024,-0.1418010698290629,42.3437078989367,42.3437078989367
0.23897439,112.35665,0.039769463,270.11783,2024-04-01,"629215.0, 5800115.0",629215.0,5800115.0,8112,4,2024,-0.13282468921902485,43.093378706371155,43.093378706371155
0.24460115,112.35665,0.04158849,270.11783,2024-04-01,"629225.0, 5800115.0",629225.0,5800115.0,8113,4,2024,-0.1260482484608841,43.659319483103154,43.659319483103154
0.26650104,112.35665,0.04158849,270.11783,2024-04-01,"629235.0, 5800115.0",629235.0,5800115.0,8114,4,2024,-0.10005176770641817,45.83043984489582,45.83043984489582
0.2510918,112.35665,0.046132367,270.11783,2024-04-01,"629245.0, 5800115.0",629245.0,5800115.0,8115,4,2024,-0.11810080604737543,44.323057556387525,44.323057556387525
0.22512706,112.35665,0.046132367,270.11783,2024-04-01,"629255.0, 5800115.0",629255.0,5800115.0,8116,4,2024,-0.14892250714745905,41.748954412369336,41.748954412369336
0.19387466,112.35665,0.039289642,270.11783,2024-04-01,"629265.0, 5800115.0",629265.0,5800115.0,8117,4,2024,-0.18638639262770812,38.620123038374054,38.620123038374054
0.16532175,112.35665,0.039289642,270.11783,2024-04-01,"629275.0, 5800115.0",629275.0,5800115.0,8118,4,2024,-0.22028040649257216,35.78943282534405,35.78943282534405
0.16296858,112.35665,0.032427944,270.11783,2024-04-01,"629285.0, 5800115.0",629285.0,5800115.0,8119,4,2024,-0.22344018872750993,35.52554066186629,35.52554066186629
0.16426854,112.35665,0.032427944,270.11783,2024-04-01,"629295.0, 5800115.0",629295.0,5800115.0,8120,4,2024,-0.22189705836833573,35.65441663455455,35.65441663455455
0.17761575,112.35665,0.03601065,270.11783,2024-04-01,"629305.0, 5800115.0",629305.0,5800115.0,8121,4,2024,-0.20586179715087657,36.993616446433286,36.993616446433286
0.19558983,112.35665,0.03601065,270.11783,2024-04-01,"629315.0, 5800115.0",629315.0,5800115.0,8122,4,2024,-0.1845254879365732,38.77553823108565,38.77553823108565
0.20894095,112.35665,0.03916813,270.11783,2024-04-01,"629325.0, 5800115.0",629325.0,5800115.0,8123,4,2024,-0.16850829324282354,40.11322920036899,40.11322920036899
