NDVI,AQI,Soil_Moisture,Land_Temp,Date,Coordinates,X,Y,Row_Index,Month,Year,CustomIndex,CustomIndex_Scaled,Custom_Index
0.1487079,106.459335,0.058629215,280.98898,2024-05-01,"626205.0, 5802955.0",626205.0,5802955.0,65181,5,2024,0.22396989404776946,58.04490933468195,57.83376518413712
0.12734488,106.459335,0.058629215,280.98898,2024-05-01,"626215.0, 5802955.0",626215.0,5802955.0,65182,5,2024,0.18886633680968767,55.64424216575065,55.42101636260808
0.11446393,106.459335,0.070116006,280.98898,2024-05-01,"626225.0, 5802955.0",626225.0,5802955.0,65183,5,2024,0.16788886681073825,54.20963190183453,53.979186246208414
0.114597045,106.459335,0.070116006,280.98898,2024-05-01,"626235.0, 5802955.0",626235.0,5802955.0,65184,5,2024,0.16810760039904865,54.22459068622887,53.994220312523844
0.09234416,106.459335,0.066215634,280.98898,2024-05-01,"626245.0, 5802955.0",626245.0,5802955.0,65185,5,2024,0.1314778476389739,51.71954983635781,51.47657253667697
0.08193433,106.459335,0.066215634,280.98898,2024-05-01,"626255.0, 5802955.0",626255.0,5802955.0,65186,5,2024,0.11437249159644339,50.54974626386872,50.30088178392676
0.12915094,106.459335,0.06367159,280.98898,2024-05-01,"626265.0, 5802955.0",626265.0,5802955.0,65187,5,2024,0.19191674893200272,55.85285419284765,55.63067825537231
0.14739287,106.459335,0.06367159,280.98898,2024-05-01,"626275.0, 5802955.0",626275.0,5802955.0,65188,5,2024,0.22189175405244366,57.90278919496547,57.69092980734928
0.12624176,106.459335,0.07258975,280.98898,2024-05-01,"626285.0, 5802955.0",626285.0,5802955.0,65189,5,2024,0.1872826860037415,55.5359392245102,55.31216837350415
0.23854005,106.459335,0.07258975,280.98898,2024-05-01,"626295.0, 5802955.0",626295.0,5802955.0,65190,5,2024,0.37181040964738865,68.15544797983253,67.99518635772293
0.22772065,106.459335,0.0744124,280.98898,2024-05-01,"626305.0, 5802955.0",626305.0,5802955.0,65191,5,2024,0.3540619472358351,66.94166355560887,66.77529341419606
0.10908164,106.459335,0.0744124,280.98898,2024-05-01,"626315.0, 5802955.0",626315.0,5802955.0,65192,5,2024,0.15911519915413333,53.609617044323834,53.37615174017845
0.108315505,106.459335,0.07612299,280.98898,2024-05-01,"626325.0, 5802955.0",626325.0,5802955.0,65193,5,2024,0.15788434973570278,53.52544153559452,53.291552607855294
0.18584664,106.459335,0.07612299,280.98898,2024-05-01,"626335.0, 5802955.0",626335.0,5802955.0,65194,5,2024,0.28528294015999417,62.23799483398025,62.04795290158991
0.21579453,106.459335,0.060674176,280.98898,2024-05-01,"626345.0, 5802955.0",626345.0,5802955.0,65195,5,2024,0.33423969322449243,65.586056370374,65.4128639691815
0.20856217,106.459335,0.060674176,280.98898,2024-05-01,"626355.0, 5802955.0",626355.0,5802955.0,65196,5,2024,0.3223555325006615,64.77332066138285,64.59603806784011
0.19107433,106.459335,0.076740146,280.98898,2024-05-01,"626365.0, 5802955.0",626365.0,5802955.0,65197,5,2024,0.29388316480306836,62.82614824550016,62.639066267444235
0.18228471,106.459335,0.076740146,280.98898,2024-05-01,"626375.0, 5802955.0",626375.0,5802955.0,65198,5,2024,0.2794401259082404,61.83841560463843,61.64636274066346
0.1998068,106.459335,0.07569418,280.98898,2024-05-01,"626385.0, 5802955.0",626385.0,5802955.0,65199,5,2024,0.3082151387673994,63.80628536177002,63.624136044222055
0.20734774,106.459335,0.07569418,280.98898,2024-05-01,"626395.0, 5802955.0",626395.0,5802955.0,65200,5,2024,0.3206063558761668,64.65369771643154,64.47581310571528
0.19112663,106.459335,0.07444462,280.98898,2024-05-01,"626405.0, 5802955.0",626405.0,5802955.0,65201,5,2024,0.29393145138267535,62.82945047511684,62.642385115937344
0.15920891,106.459335,0.07444462,280.98898,2024-05-01,"626415.0, 5802955.0",626415.0,5802955.0,65202,5,2024,0.2414844887842661,59.242699982389595,59.03758386050184
0.1233699,106.459335,0.061806258,280.98898,2024-05-01,"626425.0, 5802955.0",626425.0,5802955.0,65203,5,2024,0.18238679041813521,55.2011180063879,54.97566212644819
0.074021906,106.459335,0.061806258,280.98898,2024-05-01,"626435.0, 5802955.0",626435.0,5802955.0,65204,5,2024,0.10129852986492147,49.655642270821545,49.40227810263874
0.073563285,106.459335,0.07171194,280.98898,2024-05-01,"626445.0, 5802955.0",626445.0,5802955.0,65205,5,2024,0.10070740529264846,49.61521635775012,49.36164874119096
0.06097181,106.459335,0.07171194,280.98898,2024-05-01,"626455.0, 5802955.0",626455.0,5802955.0,65206,5,2024,0.08001718624242168,48.200250653419964,47.93956204803793
0.068814956,106.459335,0.08963899,280.98898,2024-05-01,"626465.0, 5802955.0",626465.0,5802955.0,65207,5,2024,0.09319903470021493,49.10173281956699,48.84558103398879
0.11464554,106.459335,0.08963899,280.98898,2024-05-01,"626475.0, 5802955.0",626475.0,5802955.0,65208,5,2024,0.1685075130285934,54.251939969199775,54.02170723412283
0.07261337,106.459335,0.044101182,280.98898,2024-05-01,"626485.0, 5802955.0",626485.0,5802955.0,65209,5,2024,0.09869362613363995,49.47749773625198,49.2232370338029
0.11710954,106.459335,0.044101182,280.98898,2024-05-01,"626495.0, 5802955.0",626495.0,5802955.0,65210,5,2024,0.1718094051981363,54.47775025027789,54.24865393319519
0.11798345,106.459335,0.023058062,280.98898,2024-05-01,"626505.0, 5802955.0",626505.0,5802955.0,65211,5,2024,0.17290024762516423,54.55235094055215,54.32363006061257
0.07101704,106.459335,0.023058062,280.98898,2024-05-01,"626515.0, 5802955.0",626515.0,5802955.0,65212,5,2024,0.09572538837295096,49.2745054613284,49.01922317530565
0.08957195,106.459335,0.051037814,280.98898,2024-05-01,"626525.0, 5802955.0",626525.0,5802955.0,65213,5,2024,0.12667361817701567,51.390997494408154,51.1463667146835
0.16128764,106.459335,0.051037814,280.98898,2024-05-01,"626535.0, 5802955.0",626535.0,5802955.0,65214,5,2024,0.2445163121773737,59.45004076077474,59.24596810683881
0.10294664,106.459335,0.1133186,280.98898,2024-05-01,"626545.0, 5802955.0",626545.0,5802955.0,65215,5,2024,0.14967237176448267,52.96383959383722,52.727124335298655
0.060885295,106.459335,0.1133186,280.98898,2024-05-01,"626555.0, 5802955.0",626555.0,5802955.0,65216,5,2024,0.08055747922034778,48.237200288037165,47.976697636232885
0.11538382,106.459335,0.12074065,280.98898,2024-05-01,"626565.0, 5802955.0",626565.0,5802955.0,65217,5,2024,0.1702307946792566,54.36979200492112,54.14015237469934
0.12150748,106.459335,0.12074065,280.98898,2024-05-01,"626575.0, 5802955.0",626575.0,5802955.0,65218,5,2024,0.18029314772281282,55.057937665773274,54.831761213170886
0.09093373,106.459335,0.112008125,280.98898,2024-05-01,"626585.0, 5802955.0",626585.0,5802955.0,65219,5,2024,0.1299113513807125,51.61242006281503,51.36890361938133
0.08138485,106.459335,0.112008125,280.98898,2024-05-01,"626595.0, 5802955.0",626595.0,5802955.0,65220,5,2024,0.11422070204182808,50.53936565777002,50.290448936151975
0.09844552,106.459335,0.084325515,280.98898,2024-05-01,"626605.0, 5802955.0",626605.0,5802955.0,65221,5,2024,0.14180060504851835,52.425504068798155,52.18607957056209
0.09503827,106.459335,0.084325515,280.98898,2024-05-01,"626615.0, 5802955.0",626615.0,5802955.0,65222,5,2024,0.13620183692493593,52.04261470150172,51.801263265463156
0.30863324,106.459335,0.06902661,280.98898,2024-05-01,"626625.0, 5802955.0",626625.0,5802955.0,65223,5,2024,0.4869285791380708,76.0281660684695,75.90752486779016
0.16441949,106.459335,0.06902661,280.98898,2024-05-01,"626635.0, 5802955.0",626635.0,5802955.0,65224,5,2024,0.24995760651138152,59.82216078768682,59.61996087352422
0.15307271,106.459335,0.052307747,280.98898,2024-05-01,"626645.0, 5802955.0",626645.0,5802955.0,65225,5,2024,0.23103842975376182,58.52831338079343,58.31960202052666
0.08882859,106.459335,0.052307747,280.98898,2024-05-01,"626655.0, 5802955.0",626655.0,5802955.0,65226,5,2024,0.12547296458871518,51.30888702249377,51.06384301172689
0.145896,106.459335,0.055706114,280.98898,2024-05-01,"626665.0, 5802955.0",626665.0,5802955.0,65227,5,2024,0.21930145445988453,57.725643410355154,57.51289251480464
0.14196257,106.459335,0.055706114,280.98898,2024-05-01,"626675.0, 5802955.0",626675.0,5802955.0,65228,5,2024,0.21283807123284137,57.28362461983353,57.068649210390426
0.34170768,106.459335,0.082739115,280.98898,2024-05-01,"626685.0, 5802955.0",626685.0,5802955.0,65229,5,2024,0.5415011750713914,79.76028468231615,79.65842582728203
0.120765276,106.459335,0.082739115,280.98898,2024-05-01,"626695.0, 5802955.0",626695.0,5802955.0,65230,5,2024,0.17845024289357245,54.931904822747825,54.705094094372
0.10503161,106.459335,0.10562889,280.98898,2024-05-01,"626705.0, 5802955.0",626705.0,5802955.0,65231,5,2024,0.15297224855402267,53.189512046815096,52.953932512633926
0.11681727,106.459335,0.10562889,280.98898,2024-05-01,"626715.0, 5802955.0",626715.0,5802955.0,65232,5,2024,0.17233835832682495,54.51392437363906,54.28501010727841
0.10656356,106.459335,0.1092035,280.98898,2024-05-01,"626725.0, 5802955.0",626725.0,5802955.0,65233,5,2024,0.15554817010694766,53.36567454396342,53.13098156920158
0.08807287,106.459335,0.1092035,280.98898,2024-05-01,"626735.0, 5802955.0",626735.0,5802955.0,65234,5,2024,0.12516440438531157,51.287785162504896,51.042634954033936
0.075452894,106.459335,0.109382905,280.98898,2024-05-01,"626745.0, 5802955.0",626745.0,5802955.0,65235,5,2024,0.10443029539452209,49.86981790654733,49.61753160357601
0.08990707,106.459335,0.109382905,280.98898,2024-05-01,"626755.0, 5802955.0",626755.0,5802955.0,65236,5,2024,0.12818129101898473,51.494104443617225,51.249992562287524
0.14098713,106.459335,0.09310952,280.98898,2024-05-01,"626765.0, 5802955.0",626765.0,5802955.0,65237,5,2024,0.2118487452638581,57.21596645183075,57.000650544341184
0.17209773,106.459335,0.09310952,280.98898,2024-05-01,"626775.0, 5802955.0",626775.0,5802955.0,65238,5,2024,0.26296945421844725,60.712016917811404,60.51429531399741
0.105641454,106.459335,0.15981756,280.98898,2024-05-01,"626785.0, 5802955.0",626785.0,5802955.0,65239,5,2024,0.1548631701006476,53.318828664080385,53.083899931670125
0.12787384,106.459335,0.15981756,280.98898,2024-05-01,"626795.0, 5802955.0",626795.0,5802955.0,65240,5,2024,0.19139526315163607,55.81719074758768,55.594835329440606
0.12312251,106.459335,0.18994224,280.98898,2024-05-01,"626805.0, 5802955.0",626805.0,5802955.0,65241,5,2024,0.18408203312497984,55.317052510748525,55.09218008545172
0.066893965,106.459335,0.18994224,280.98898,2024-05-01,"626815.0, 5802955.0",626815.0,5802955.0,65242,5,2024,0.09168770180751827,48.998375566277375,48.74170362261818
0.057245694,106.459335,0.16612938,280.98898,2024-05-01,"626825.0, 5802955.0",626825.0,5802955.0,65243,5,2024,0.07544314315882115,47.887440330933195,47.62517746915519
0.058268506,106.459335,0.16612938,281.33365,2024-05-01,"626835.0, 5802955.0",626835.0,5802955.0,65244,5,2024,0.08812177735085576,48.75450860681402,48.49660937270722
0.069569394,106.459335,0.13707678,281.33365,2024-05-01,"626845.0, 5802955.0",626845.0,5802955.0,65245,5,2024,0.10621477768651123,49.99185534061314,49.74018320602858
0.07211086,106.459335,0.13707678,281.33365,2024-05-01,"626855.0, 5802955.0",626855.0,5802955.0,65246,5,2024,0.11039089591322442,50.2774523202141,50.0272174875326
0.08701042,106.459335,0.15656373,281.33365,2024-05-01,"626865.0, 5802955.0",626865.0,5802955.0,65247,5,2024,0.13519337820287847,51.9736480800039,51.73194956096585
0.10613026,106.459335,0.15656373,281.33365,2024-05-01,"626875.0, 5802955.0",626875.0,5802955.0,65248,5,2024,0.16661095857414462,54.1222381278164,53.89135265228082
0.07446124,106.459335,0.12003034,281.33365,2024-05-01,"626885.0, 5802955.0",626885.0,5802955.0,65249,5,2024,0.11397341857423446,50.522454400086204,50.27345257048528
0.10893755,106.459335,0.12003034,281.33365,2024-05-01,"626895.0, 5802955.0",626895.0,5802955.0,65250,5,2024,0.17062463743012898,54.3967261801481,54.167222099473676
0.09707512,106.459335,0.13898417,281.33365,2024-05-01,"626905.0, 5802955.0",626905.0,5802955.0,65251,5,2024,0.15144327020479828,53.0849480534826,52.84884228815285
0.07034108,106.459335,0.13898417,281.33365,2024-05-01,"626915.0, 5802955.0",626915.0,5802955.0,65252,5,2024,0.10751409243193809,50.08071306606527,49.82948811890571
0.07527035,106.459335,0.14637683,281.33365,2024-05-01,"626925.0, 5802955.0",626925.0,5802955.0,65253,5,2024,0.11573509082099048,50.64293189746692,50.39453638567965
0.06759449,106.459335,0.14637683,281.33365,2024-05-01,"626935.0, 5802955.0",626935.0,5802955.0,65254,5,2024,0.10312217416119694,49.78035792172224,49.527621400381605
0.08205481,106.459335,0.09819588,281.33365,2024-05-01,"626945.0, 5802955.0",626945.0,5802955.0,65255,5,2024,0.1260929768936402,51.351288514019885,51.10645789397074
0.08385065,106.459335,0.09819588,281.33365,2024-05-01,"626955.0, 5802955.0",626955.0,5802955.0,65256,5,2024,0.12904388796475452,51.55309584878124,51.30928084894877
0.08153845,106.459335,0.09356448,281.33365,2024-05-01,"626965.0, 5802955.0",626965.0,5802955.0,65257,5,2024,0.12516853134234576,51.288067397441715,51.04291860935278
0.15099545,106.459335,0.09356448,281.33365,2024-05-01,"626975.0, 5802955.0",626975.0,5802955.0,65258,5,2024,0.23929976255803753,59.09329060803934,58.887422565111
