Date,Coordinates,Value,Nearest_NDVI
2024-09-01,"626925.0, 5802885.0",20391.0,0.17969735
2024-09-01,"626955.0, 5802885.0",20295.0,0.07217327
2024-09-01,"626985.0, 5802885.0",20225.0,0.097330295
2024-09-01,"627015.0, 5802885.0",20183.0,0.13154806
2024-09-01,"627045.0, 5802885.0",20122.0,0.030754246
2024-09-01,"627075.0, 5802885.0",20013.0,0.31955624
2024-09-01,"627105.0, 5802885.0",19864.0,0.0077863736
2024-09-01,"627135.0, 5802885.0",19682.0,0.07147954
2024-09-01,"627165.0, 5802885.0",19489.0,0.05625055
2024-09-01,"627195.0, 5802885.0",19283.0,0.121446855
2024-09-01,"627225.0, 5802885.0",19085.0,0.11513263
2024-09-01,"627255.0, 5802885.0",18914.0,0.019903893
2024-09-01,"627285.0, 5802885.0",18902.0,0.15968427
2024-09-01,"627315.0, 5802885.0",19114.0,0.024854073
2024-09-01,"627345.0, 5802885.0",19296.0,0.0568594
2024-09-01,"627375.0, 5802885.0",19270.0,0.104711555
2024-09-01,"627405.0, 5802885.0",19178.0,0.12908892
2024-09-01,"627435.0, 5802885.0",19067.0,0.091496795
2024-09-01,"627465.0, 5802885.0",18922.0,0.016050732
2024-09-01,"627495.0, 5802885.0",18704.0,0.071088485
2024-09-01,"627525.0, 5802885.0",18411.0,0.103741534
2024-09-01,"627555.0, 5802885.0",18100.0,0.12076688
2024-09-01,"627585.0, 5802885.0",17815.0,0.07438502
2024-09-01,"627615.0, 5802885.0",17486.0,0.13577674
2024-09-01,"627645.0, 5802885.0",17124.0,0.13271683
2024-09-01,"627675.0, 5802885.0",16848.0,0.091519915
2024-09-01,"627705.0, 5802885.0",16745.0,0.16791777
2024-09-01,"627735.0, 5802885.0",16688.0,0.21751374
2024-09-01,"627765.0, 5802885.0",16791.0,0.07793479
2024-09-01,"627795.0, 5802885.0",16823.0,0.1121513
2024-09-01,"627825.0, 5802885.0",16950.0,0.013756575
2024-09-01,"627855.0, 5802885.0",17126.0,0.03254756
2024-09-01,"627885.0, 5802885.0",17121.0,0.16676594
2024-09-01,"627915.0, 5802885.0",17003.0,0.012692369
2024-09-01,"627945.0, 5802885.0",16847.0,0.24134189
2024-09-01,"627975.0, 5802885.0",16658.0,0.28359577
2024-09-01,"628005.0, 5802885.0",16443.0,0.33410904
2024-09-01,"628035.0, 5802885.0",16142.0,0.25771043
2024-09-01,"628065.0, 5802885.0",15772.0,0.1816796
2024-09-01,"628095.0, 5802885.0",15448.0,0.122953065
2024-09-01,"628125.0, 5802885.0",15333.0,0.22236483
2024-09-01,"628155.0, 5802885.0",15343.0,0.052663416
2024-09-01,"628185.0, 5802885.0",15318.0,0.05316119
2024-09-01,"626205.0, 5802855.0",24325.0,0.0709528
2024-09-01,"626235.0, 5802855.0",24209.0,0.30390805
2024-09-01,"626265.0, 5802855.0",24077.0,0.020434517
2024-09-01,"626295.0, 5802855.0",23955.0,0.12359737
2024-09-01,"626325.0, 5802855.0",23877.0,0.079076305
2024-09-01,"626355.0, 5802855.0",23805.0,0.01562898
2024-09-01,"626385.0, 5802855.0",23704.0,0.05037696
2024-09-01,"626415.0, 5802855.0",23591.0,0.07029271
2024-09-01,"626445.0, 5802855.0",23441.0,0.0373683
2024-09-01,"626475.0, 5802855.0",23255.0,0.028790915
2024-09-01,"626505.0, 5802855.0",23047.0,0.1001183
2024-09-01,"626535.0, 5802855.0",22839.0,0.07525134
2024-09-01,"626565.0, 5802855.0",22644.0,0.2549865
2024-09-01,"626595.0, 5802855.0",22450.0,0.13870806
2024-09-01,"626625.0, 5802855.0",22280.0,0.033380643
2024-09-01,"626655.0, 5802855.0",22125.0,0.14080177
2024-09-01,"626685.0, 5802855.0",21963.0,0.049674664
2024-09-01,"626715.0, 5802855.0",21798.0,0.12193078
2024-09-01,"626745.0, 5802855.0",21624.0,0.023333324
2024-09-01,"626775.0, 5802855.0",21302.0,0.04435911
2024-09-01,"626805.0, 5802855.0",20962.0,0.2674206
2024-09-01,"626835.0, 5802855.0",20730.0,0.03826815
2024-09-01,"626865.0, 5802855.0",20585.0,0.17629066
2024-09-01,"626895.0, 5802855.0",20449.0,0.19081484
2024-09-01,"626925.0, 5802855.0",20338.0,0.092816636
2024-09-01,"626955.0, 5802855.0",20256.0,0.095589966
2024-09-01,"626985.0, 5802855.0",20190.0,0.034193054
2024-09-01,"627015.0, 5802855.0",20126.0,0.2681722
2024-09-01,"627045.0, 5802855.0",20047.0,0.32240936
2024-09-01,"627075.0, 5802855.0",19958.0,0.09039729
