Date,Coordinates,Value,Nearest_NDVI
2024-06-01,"626310.0, 5802890.0",0.06215736,0.4828204
2024-06-01,"626330.0, 5802890.0",0.09239381,0.21323115
2024-06-01,"626350.0, 5802890.0",0.09185389,0.23564108
2024-06-01,"626370.0, 5802890.0",0.08015379,0.13758077
2024-06-01,"626390.0, 5802890.0",0.17666993,0.10064552
2024-06-01,"626410.0, 5802890.0",0.109663844,0.10977281
2024-06-01,"626430.0, 5802890.0",0.082342654,0.08406814
2024-06-01,"626450.0, 5802890.0",0.11166591,0.0759396
2024-06-01,"626470.0, 5802890.0",0.033180833,0.11168514
2024-06-01,"626490.0, 5802890.0",0.015907446,-0.0076835393
2024-06-01,"626510.0, 5802890.0",0.026004057,0.0460717
2024-06-01,"626530.0, 5802890.0",0.05890472,0.03376256
2024-06-01,"626550.0, 5802890.0",0.095950566,0.27924415
2024-06-01,"626570.0, 5802890.0",0.06650802,0.12572119
2024-06-01,"626590.0, 5802890.0",0.10709191,0.1031882
2024-06-01,"626610.0, 5802890.0",0.14617118,0.02199415
2024-06-01,"626630.0, 5802890.0",0.15726982,0.29755285
2024-06-01,"626650.0, 5802890.0",0.11208041,0.2837817
2024-06-01,"626670.0, 5802890.0",0.096724816,0.093628615
2024-06-01,"626690.0, 5802890.0",0.09299675,0.020516228
2024-06-01,"626710.0, 5802890.0",0.098695286,0.16898076
2024-06-01,"626730.0, 5802890.0",0.09276895,0.17657566
2024-06-01,"626750.0, 5802890.0",0.12326535,0.13351558
2024-06-01,"626770.0, 5802890.0",0.15903716,0.1328173
2024-06-01,"626790.0, 5802890.0",0.11412835,0.29534256
2024-06-01,"626810.0, 5802890.0",0.096524075,0.1301808
2024-06-01,"626830.0, 5802890.0",0.07017503,0.009290776
2024-06-01,"626850.0, 5802890.0",0.08016241,0.08737272
2024-06-01,"626870.0, 5802890.0",0.10745161,0.058730267
2024-06-01,"626890.0, 5802890.0",0.12362822,0.019259552
2024-06-01,"626910.0, 5802890.0",0.13751665,0.119830064
2024-06-01,"626930.0, 5802890.0",0.1091499,0.17969735
2024-06-01,"626950.0, 5802890.0",0.10993309,0.055505686
2024-06-01,"626970.0, 5802890.0",0.09474846,0.009416229
2024-06-01,"626990.0, 5802890.0",0.07374836,0.097330295
2024-06-01,"627010.0, 5802890.0",0.12794329,0.043917138
2024-06-01,"627030.0, 5802890.0",0.11299257,0.038537413
2024-06-01,"627050.0, 5802890.0",0.11113297,0.030754246
2024-06-01,"627070.0, 5802890.0",0.11543217,0.05112472
2024-06-01,"627090.0, 5802890.0",0.09311774,0.28698823
2024-06-01,"627110.0, 5802890.0",0.10497976,0.0077863736
2024-06-01,"627130.0, 5802890.0",0.1246456,0.0862013
2024-06-01,"627150.0, 5802890.0",0.12561724,0.047484532
2024-06-01,"627170.0, 5802890.0",0.17824367,0.05625055
2024-06-01,"627190.0, 5802890.0",0.233162,0.06344562
2024-06-01,"627210.0, 5802890.0",0.1631171,0.08825215
2024-06-01,"627230.0, 5802890.0",0.11107325,0.11513263
2024-06-01,"627250.0, 5802890.0",0.1215911,0.19074297
2024-06-01,"627270.0, 5802890.0",0.14633274,0.16365513
2024-06-01,"627290.0, 5802890.0",0.15550295,0.15968427
2024-06-01,"627310.0, 5802890.0",0.15364723,0.09329699
2024-06-01,"627330.0, 5802890.0",0.099652834,0.07004679
2024-06-01,"627350.0, 5802890.0",0.10980655,0.0568594
2024-06-01,"627370.0, 5802890.0",0.1487221,0.09079268
2024-06-01,"627390.0, 5802890.0",0.22537574,0.091274805
2024-06-01,"627410.0, 5802890.0",0.137353,0.12908892
2024-06-01,"627430.0, 5802890.0",0.13430111,0.06355682
2024-06-01,"627450.0, 5802890.0",0.14553425,0.090833865
2024-06-01,"627470.0, 5802890.0",0.14520934,0.016050732
2024-06-01,"627490.0, 5802890.0",0.12751055,0.12191447
2024-06-01,"627510.0, 5802890.0",0.0885573,0.09679921
2024-06-01,"627530.0, 5802890.0",0.12117023,0.103741534
2024-06-01,"627550.0, 5802890.0",0.16624795,0.13961264
2024-06-01,"627570.0, 5802890.0",0.18017894,0.17965145
2024-06-01,"627590.0, 5802890.0",0.11420371,0.07438502
2024-06-01,"627610.0, 5802890.0",0.08760483,0.15626268
2024-06-01,"627630.0, 5802890.0",0.08086084,0.41427416
2024-06-01,"627650.0, 5802890.0",0.0856081,0.13271683
2024-06-01,"627670.0, 5802890.0",0.112737775,0.1719084
2024-06-01,"627690.0, 5802890.0",0.1397284,0.11966814
2024-06-01,"627710.0, 5802890.0",0.11229244,0.16791777
2024-06-01,"627730.0, 5802890.0",0.0951253,0.01984875
2024-06-01,"627750.0, 5802890.0",0.06458951,0.018901622
2024-06-01,"627770.0, 5802890.0",0.08064021,0.07793479
2024-06-01,"627790.0, 5802890.0",0.12815168,0.055973575
2024-06-01,"627810.0, 5802890.0",0.14242138,0.04934696
2024-06-01,"627830.0, 5802890.0",0.17926797,0.013756575
2024-06-01,"627850.0, 5802890.0",0.24964845,0.027331855
2024-06-01,"627870.0, 5802890.0",0.3877119,0.09285373
2024-06-01,"627890.0, 5802890.0",0.4549045,0.16676594
2024-06-01,"627910.0, 5802890.0",0.32446584,0.008778901
2024-06-01,"627930.0, 5802890.0",0.22107658,0.1685634
2024-06-01,"627950.0, 5802890.0",0.09540352,0.24134189
2024-06-01,"627970.0, 5802890.0",0.067432836,0.112421855
2024-06-01,"627990.0, 5802890.0",0.056301612,0.15027612
2024-06-01,"628010.0, 5802890.0",0.051925596,0.33410904
2024-06-01,"628030.0, 5802890.0",0.046963044,0.20742361
2024-06-01,"628050.0, 5802890.0",0.06832327,0.21908216
2024-06-01,"628070.0, 5802890.0",0.06613708,0.1816796
2024-06-01,"628090.0, 5802890.0",0.087336145,0.06440707
2024-06-01,"628110.0, 5802890.0",0.09020913,0.36010674
2024-06-01,"628130.0, 5802890.0",0.14291568,0.22236483
2024-06-01,"628150.0, 5802890.0",0.21603459,0.0812671
2024-06-01,"628170.0, 5802890.0",0.18387736,0.034187116
2024-06-01,"628190.0, 5802890.0",0.2322294,0.05316119
2024-06-01,"626210.0, 5802870.0",0.06851991,0.30990982
2024-06-01,"626230.0, 5802870.0",0.05739258,0.07751409
2024-06-01,"626250.0, 5802870.0",0.07250344,0.13684206
2024-06-01,"626270.0, 5802870.0",0.080485836,0.16425122
2024-06-01,"626290.0, 5802870.0",0.07919145,0.06882894
2024-06-01,"626310.0, 5802870.0",0.052964628,0.31344476
2024-06-01,"626330.0, 5802870.0",0.06883063,0.02023015
2024-06-01,"626350.0, 5802870.0",0.077575244,0.07211076
2024-06-01,"626370.0, 5802870.0",0.055508483,0.077250086
2024-06-01,"626390.0, 5802870.0",0.08334949,0.095991224
2024-06-01,"626410.0, 5802870.0",0.11429024,0.13564573
2024-06-01,"626430.0, 5802870.0",0.12666509,0.080362536
2024-06-01,"626450.0, 5802870.0",0.07260583,0.013823367
2024-06-01,"626470.0, 5802870.0",0.024872689,0.10152367
2024-06-01,"626490.0, 5802870.0",0.027179241,-0.018750362
2024-06-01,"626510.0, 5802870.0",0.083112,0.2092079
2024-06-01,"626530.0, 5802870.0",0.12623209,0.016591385
2024-06-01,"626550.0, 5802870.0",0.11565504,0.0677947
2024-06-01,"626570.0, 5802870.0",0.078302965,0.08232563
2024-06-01,"626590.0, 5802870.0",0.09506498,0.072342
2024-06-01,"626610.0, 5802870.0",0.098719,0.16249584
2024-06-01,"626630.0, 5802870.0",0.10627612,0.049677987
2024-06-01,"626650.0, 5802870.0",0.09729547,0.038440444
2024-06-01,"626670.0, 5802870.0",0.083835155,0.1527787
2024-06-01,"626690.0, 5802870.0",0.09424273,0.13057314
2024-06-01,"626710.0, 5802870.0",0.09177963,0.059306026
2024-06-01,"626730.0, 5802870.0",0.1168691,0.24977271
2024-06-01,"626750.0, 5802870.0",0.13946262,0.021986725
2024-06-01,"626770.0, 5802870.0",0.12478598,0.120194525
2024-06-01,"626790.0, 5802870.0",0.09786587,0.12205835
2024-06-01,"626810.0, 5802870.0",0.115207314,0.07414652
2024-06-01,"626830.0, 5802870.0",0.103531405,0.2697861
2024-06-01,"626850.0, 5802870.0",0.08079234,0.14951238
